comments_es,satisfied
bankk ofrece solo unos pocos servicios para mis necesidades,Negativo
las tasas de ahorro del banco son competitivas con las de otros bancos de la industria,Positivo
estoy agradecido de que el apoyo de mi banco haya comprado nuestras escuelas y nuestro centro comunitario realmente bueno sobre todo,Positivo
sin comentarios,Positivo
su banco debe dar un paso al frente y demostrar una mayor responsabilidad medioambiental estoy decepcionado con el servicio brindado por este banco y estoy considerando llevar mi negocio a otra parte,Negativo
estoy bastante satisfecho con mi banco,Positivo
el sitio web del banco es realmente facil de navegar supongo que en general todo es bastante decente,Positivo
el servicio al cliente de la banda no es util simplemente relai inaceptable,Negativo
las tarifas de proteccion contra sobregiros son demasiado caras tenia expectativas mas altas por el servicio brindado,Negativo
las tasas hipotecarias disponibles en este banco son bastante competitivas,Positivo
prefiero no comentar sobre esto,Negativo
las comisiones bancarias de este banco son bastante razonables estoy satisfecho con los servicios bancarios en general y los recomendaria ampliamente,Positivo
las tasas de interes de las hipotecas de viviendas son demasiado altas en estos dias creo que cerrare mi cuenta,Negativo
comisiones bancarias ara manejable bastante satisfecho,Positivo
no,Negativo
las ubicaciones del banco no son convenientes realmente era necesario mejorar los servicios en este banco,Negativo
servicio de atencion al cliente grosero proporcionado,Negativo
el sitio web de este banco es realmente bueno el banco dispone de una extensa red de sucursales bastante bien en general pero podria hacerlo mejor,Neutro
el banco ofrece buenas tasas de ahorro en general estoy bastante feliz,Positivo
el servicio brindado a sus clientes es muy irrespetuoso no es suficiente para nada,Negativo
el servicio al cliente esta por debajo de la media no estoy satisfecho con el servicio que recibi y no se lo recomendaria a nadie mas,Negativo
las tasas de interes de ahorro son una ley inaceptable realmente es necesario mejorar los servicios en este banco,Negativo
las sucursales del banco estan en buenas ubicaciones la labor solidaria que este banco hace en nuestra zona es realmente sorprendente,Positivo
el medio ambiente es una responsabilidad compartida y su banco puede hacerlo mejor,Negativo
sin comentarios,Negativo
la aplicacion de telefono proporcionada por el banco es bastante util en general este banco es aceptable,Positivo
sin comentarios,Positivo
el banco tiene sucursales ubicadas en areas convenientes todo esta bastante bien,Positivo
los cargos adicionales por la banca en linea no son razonables y deben mejorarse en el futuro,Negativo
las ubicaciones del banco son incomodas realmente es necesario mejorar los servicios en este banco,Negativo
me alegra que su banco se preocupe por el medio ambiente en general estoy contento con mh plank,Positivo
ha sido realmente una gran experiencia en general gracias,Positivo
las sucursales bancarias son realmente faciles de encontrar bastante feliz con mi banco,Positivo
la aplicacion de telefono proporcionada por el banco es realmente util,Positivo
tus sucursales son dificiles de encontrar despues de haber cerrado tantas no es un buen servicio al cliente estoy considerando seriamente cambiarme a un banco rival,Negativo
ok cargos en general estoy contento con mi banco,Positivo
tratar con este banco es bastante conveniente debido a la red de sucursales de facil acceso en general estoy razonablemente satisfecho con mi banco,Positivo
ustedes necesitan hacerlo mejor,Negativo
buenos servicios para gente como yo en general lo estas haciendo bien,Positivo
sus honorarios son demasiado altos estoy considerando cambiar de banco debido al servicio consistentemente deficiente,Negativo
su mal servicio me esta haciendo cambiar de banco,Negativo
la banca en linea es comoda y facil con este banco,Positivo
la aplicacion movil del banco hace que realizar operaciones bancarias sobre la marcha sea muy sencillo servicio general decente pero todavia hay margen de mejora,Neutro
el banco debe tomar medidas para abordar las preocupaciones de los clientes sobre la privacidad de los datos esto es inaceptable y debe abordarse,Negativo
extremadamente feliz con mi banco,Positivo
no,Negativo
las comisiones bancarias son demasiado altas si miras a otros bancos ahora,Negativo
sin comentarios,Positivo
el servicio de banca en linea es muy extenso estoy completamente satisfecho con los servicios bancarios de mi banco en general,Positivo
la experiencia del usuario de la aplicacion movil no es satisfactoria su banco deberia asumir un papel mas activo en la preservacion del medio ambiente necesito hacerlo mejor en el futuro,Negativo
ninguno,Negativo
la aplicacion de banca movil requiere mejoras me gustaria verte contribuir mas a nuestra comunidad realmente no estoy contento contigo,Negativo
el banco tiene muy pocos servicios que cumplan con mis requisitos el banco deberia asumir un papel de liderazgo en el desarrollo comunitario realmente mal servicio por tu parte,Negativo
las tarifas por utilizar esta cuenta bancaria son demasiado elevadas podria cerrar mi cuenta ahora,Negativo
los cargos en cuenta corriente son demasiado elevados decepcionado con el servicio prestado por este banco,Negativo
no hay muchos productos financieros para gente como yo mirando a otros bancos no,Negativo
nada que comentar aqui,Positivo
las tasas hipotecarias parecen ser bastante justas,Positivo
las tasas hipotecarias son demasiado altas estoy pensando seriamente en cambiarme de banco,Negativo
las tarifas por realizar transferencias bancarias son demasiado altas las ofertas hipotecarias del banco son bastante limitadas el servicio inaceptable brindado requiere atencion inmediata,Negativo
nada que agregar,Negativo
no puedo permitirme seguir pagando estas altas comisiones bancarias el servicio de atencion al cliente del banco debe ser mas receptivo,Negativo
este plan ofrece tasas de interes de ahorro bastante buenas,Positivo
los productos financieros ofrecidos por el banco son variados y ventajosos,Positivo
tratar con este banco es extremadamente inconveniente,Negativo
como institucion financiera su banco tiene el deber de pensar en el medio ambiente y desearia no haber abierto una cuenta en ese banco,Negativo
cosas decentes en general,Positivo
tanto sus tasas hipotecarias como de ahorro son bajas cambiare de banco pronto debido a la mala experiencia general,Negativo
las comisiones bancarias se estan volviendo irrazonables realmente inaceptable,Negativo
las comisiones bancarias son competitivas al cabo de un ano estoy bastante satisfecho con mi banco,Positivo
el banco tiene muchos cajeros automaticos en general estoy satisfecho con el servicio que brindan,Positivo
las sucursales bancarias son realmente faciles de encontrar mi comunidad tiene suerte de tener un banco que realiza una labor benefica tan excelente hay margen de mejora en este banco,Positivo
por favor reduzca sus cargos mensuales no estoy contento con los treinta servicios que recibi y no se lo recomendaria a nadie mas,Negativo
el servicio de banca en linea proporcionado por el banco es excelente en general estoy bastante contento con mi banco,Positivo
el servicio brindado por este banco es muy decepcionante,Negativo
la aplicacion de telefono del banco es realmente genial v satisfecho con el excelente servicio bancario brindado,Positivo
en general estas haciendo un trabajo decente,Positivo
las tasas de interes de sus ahorros son mas bajas que las de otros bancos creo que su banco puede hacerlo mejor en terminos de satisfaccion del cliente podria cerrar mi cuenta ahora,Negativo
las comisiones bancarias son en definitiva bastante razonables,Positivo
las sucursales bancarias son realmente dificiles de encontrar,Negativo
las tarifas mensuales no son tan malas muy bueno se lo recomendaria a un amigo,Positivo
no estoy satisfecho con las altas tarifas que tengo que pagar ustedes necesitan hacerlo mejor,Negativo
este banco necesita mas sucursales mi descontento con el banco es tan grande que no lo recomendaria,Negativo
la gama de servicios financieros que ofrece el banco es excepcional,Positivo
ha sido una experiencia excelente en general,Positivo
nada que comentar aqui,Positivo
esta banda tiene buenas opciones para tasas de ahorro e hipotecas supongo que en general todo ira bastante bien,Positivo
las tasas hipotecarias del banco son excesivamente altas simplemente no es aceptable,Negativo
es un desafio localizar sucursales bancarias el servicio que brindaste fue muy decepcionante,Negativo
tasas de interes de ahorro bajas esperaba un mayor nivel de servicio de este banco y me han dejado abajo,Negativo
sus tasas de foso son exorbitantes,Negativo
la red de cajeros automaticos de este banco es buena bastante feliz con mi banco,Positivo
el servicio al cliente del banco es insatisfactorio simplemente inaceptable realmente,Negativo
la aplicacion movil del banco que ofrece el banco es segura y facil de usar estoy bastante satisfecho,Positivo
las tarifas y cargos con este banco son aceptables el banco tiene tasas hipotecarias competitivas que vale la pena considerar razonablemente buena opcion para banca,Positivo
la aplicacion del telefono es dificil de usar,Negativo
no hay muchos productos financieros para gente como yo eso es inaceptable y debe abordarse,Negativo
pensando en cerrar mi cuenta,Negativo
supongo que comisiones bancarias bastante razonables estoy satisfecho con mi banco,Positivo
la participacion de la comunidad debe ser una prioridad para el banco,Negativo
su banco deberia retribuir a la comunidad local ojala no hubiera abierto una cuenta en este banco,Negativo
conocer comentarios,Positivo
sin comentarios,Negativo
la seleccion de productos hipotecarios que ofrece el banco es amplia,Positivo
la experiencia de la aplicacion movil podria ser mejor decepcionado con el servicio prestado por este banco,Negativo
no tenemos cajeros automaticos locales la aplicacion movil necesita ser mas segura el mal servicio general del banco me hace considerar cambiarme,Negativo
debe tomarse mas en serio la privacidad de los datos realmente es inaceptable,Negativo
la institucion bancaria necesita involucrarse mas en los asuntos locales,Negativo
el banco tiene sucursales ubicadas en lugares inconvenientes debe tomarse mas en serio la privacidad de los datos esto es inaceptable,Negativo
las opciones de hipotecas de los bancos no son completas este servicio de los bancos es realmente inaceptable,Negativo
el banco tiene tasas de ahorro impresionantes que son dificiles de encontrar en otros lugares,Positivo
sin comentarios,Negativo
los servicios del banco me parecen bastante impresionantes,Positivo
los tipos hipotecarios son una carga demasiado pesada la aplicacion movil del banco no es satisfactoria cambiare de banco pronto debido a la mala experiencia general,Negativo
aprecio el compromiso de los bancos con la seguridad de la banca en linea estoy bastante satisfecho en general,Positivo
productos hipotecarios muy limitados los servicios realmente necesitan mejorarse en este banco,Negativo
estoy bastante contento con mi banco,Positivo
buena seleccion de productos financieros en general estoy bastante satisfecho con mi banco,Positivo
mi banco debe priorizar el apoyo a empresas y organizaciones locales este banco no esta a la altura,Negativo
aplicacion movil bien disenada cosas decentes en general,Positivo
sin comentarios,Negativo
no me gusta la aplicacion movil creo que su banco necesita invertir mas en formacion en atencion al cliente tenia expectativas mas altas para los servicios prestados,Negativo
la experiencia del usuario de la aplicacion movil no es satisfactoria podria cerrar mi cuenta,Negativo
el servicio al cliente es de mala educacion,Negativo
bastante feliz con mi banco,Positivo
sin comentarios,Positivo
ninguno,Negativo
las ubicaciones son convenientes en terminos generales las cosas estan bastante bien pero podrian mejorar,Neutro
sin comentarios,Positivo
en general estoy bastante satisfecho con mi banco,Positivo
el banco es decente en general,Positivo
las tasas hipotecarias son demasiado caras,Negativo
bien en general,Positivo
el servicio al cliente es bueno en general estoy bastante contento con mi banco,Positivo
la experiencia de la aplicacion movil podria ser mejor estoy completamente decepcionado con el nivel de servicio brindado por este banco,Negativo
hay escasez de cajeros automaticos para este banco podria cerrar mi cuenta,Negativo
el banco es decente en general,Positivo
no hay suficientes ramitas ustedes necesitan hacerlo mejor,Negativo
ojala no hubiera abierto una cuenta en este banco,Negativo
las ofertas hipotecarias del banco son muy limitadas esperaba un mejor servicio de este banco y me ha decepcionado,Negativo
realmente pobre en general creo que cambiare de banco pronto,Negativo
enhorabuena por brindar un servicio al cliente tan excelente estoy bastante contento con mi banco,Positivo
en general estoy muy contento y satisfecho con los servicios bancarios proporcionados por mi banco,Positivo
muy satisfecho con la calidad del servicio al cliente brindado por este banco estoy satisfecho con mi banco,Positivo
la aplicacion movil no es buena necesito hacerlo mejor en el futuro,Negativo
tanto su hipoteca como sus tasas de ahorro son bajas estoy considerando seriamente llevar mi negocio a otra parte,Negativo
el banco tiene sucursales ubicadas en areas convenientes buena opcion para realizar operaciones bancarias en irlanda,Positivo
sin comentarios,Negativo
comisiones demasiado elevadas para la banca el banco podria tener un impacto mayor en la comunidad este banco no esta a la altura,Negativo
la aplicacion movil es segura y confiable en general estas bien,Positivo
no me gusta la aplicacion telefonica de su banco mi experiencia con el servicio de este banco ha sido tan negativa que no se lo recomendaria a nadie,Negativo
el banco ofrece solo unos pocos servicios para mis necesidades su mal servicio me hace pensar en cambiar de banco,Negativo
por que recibo todas estas tarifas servicios al cliente no son buenos esto era inaceptable,Negativo
estoy cansado del mal servicio al cliente de los bancos,Negativo
el banco debe tener mas cuidado con los datos de los clientes debe esforzarse mas,Negativo
estas tarifas por los servicios bancarios basicos no son razonables pensando en cerrar mi cuenta,Negativo
el medio ambiente es una responsabilidad compartida y a tour bank cai le va mejor,Negativo
no hay muchas sucursales en esta zona no estoy satisfecho con el servicio que recibi y no se lo recomendaria a nadie mas,Negativo
el banco podria tener un mayor impacto en la comunidad servicio al cliente de baja calidad el servicio brindado por este banco ha sido completamente insatisfactorio,Negativo
el servicio al cliente de este banco es de primera en general lo estas haciendo bien,Positivo
el banco ofrece buenas tasas de ahorro en general estoy muy satisfecho,Positivo
el banco podria tener un mayor impacto en la comunidad simplemente relacion inaceptable,Negativo
su banco debe tomarse mas en serio la privacidad de los datos el banco podria hacer mas para proteger el medio ambiente el nivel de servicio al cliente proporcionado por su banco no es impresionante,Negativo
debe tomarse mas en serio la privacidad de los datos no siento que este banco valore mi negocio,Negativo
la banca en linea es comoda y sencilla con este banco,Positivo
las tasas de ahorro e pobres realmente no estoy satisfecho,Negativo
enhorabuena por brindar un excelente servicio al cliente los servicios prestados por el banco son de alta calidad en general estoy bastante satisfecho con imy bank,Positivo
las tasas de ahorro son poul,Negativo
la aplicacion movil del banco es realmente fantastica en general estoy bastante satisfecho con mi banco,Positivo
sin comentarios,Negativo
las tarifas son razonables generalmente es una buena opcion para realizar operaciones bancarias,Positivo
su tabla debe preocuparse mas por el medio ambiente el mal desempeno general del banco me hizo decidir cambiar pronto,Negativo
nada que decir,Negativo
la extension a la comunidad deberia ser una maxima prioridad para el banco lo cual es inaceptable y debe abordarse,Negativo
no contento con las tarifas,Negativo
lo que experimente es simplemente aceptable,Negativo
el banco ofrece opciones atractivas para tasas hipotecarias y de ahorro,Positivo
las tasas hipotecarias son demasiado altas es dificil encontrar cajeros automaticos para este banco considerando seriamente cambiarse a un banco rival,Negativo
definitivamente hay margen de mejora en su servicio bancario,Negativo
este banco ofrece una variedad de productos financieros que son utiles estoy bastante satisfecho con mi banco,Positivo
aplicacion movil bien disenada que es facil de usar incluso para personas como yo en general estoy bastante contento con mi banco,Positivo
el servicio al cliente brindado es de mala educacion mi descontento con el banco es tan grande que no lo recomendaria,Negativo
el nivel de servicio al cliente proporcionado por este banco es de primer nivel,Positivo
la sensacion bancaria es inasequible las tasas hipotecarias son demasiado altas ojala no hubieras abierto una cuenta en este banco,Negativo
es bueno ver que mi banco participa activamente en el apoyo a los grupos locales en general estoy muy contento y satisfecho con el servicio,Positivo
me alegra que sus bancos se tomen en serio nuestra privacidad,Positivo
no hay suficientes sucursales locales para este banco su mal servicio me hace pensar en cambiar de banco,Negativo
en general lo estas haciendo bien,Positivo
el mal servicio brindado por este banco es la razon por la cual no lo recomendaria,Negativo
las sucursales del banco son de facil acceso,Positivo
sin comentarios,Positivo
los servicios que ofrece este banco son de primera categoria en general estoy satisfecho con el servicio que brindan,Positivo
servicios muy limitados para personas como yo estoy decepcionado con el servicio brindado por este banco y estoy considerando llevar mi negocio a otra parte,Negativo
es necesario anadir mas productos financieros a la oferta del banco,Negativo
el banco tiene tasas de ahorro impresionantes que son dificiles de encontrar en otros lugares estoy bastante contento y contento con el servicio de este banco,Positivo
tarifas mensuales razonables,Positivo
las tarifas por abrir una cuenta nueva son demasiado altas esperaba un mejor nivel de servicio de mi banco y me siento decepcionado,Negativo
las tasas hipotecarias de este banco son bastante competitivas hay muchos cajeros automaticos de este banco en general estoy contento con el servicio del banco,Positivo
las sucursales del banco estan en ubicaciones convenientes y estoy bastante contento con mi banco,Positivo
la aplicacion del telefono es dificil de usar los servicios realmente necesitan mejorarse en este banco,Negativo
la aplicacion movil es realmente buena en resumen estoy razonablemente satisfecho,Positivo
considerando seriamente cambiar a un pank rival,Negativo
este banco ha superado mis expectativas con su servicio al cliente en general todo esta bastante bien pero podria mejorar,Neutro
por favor reduzca sus cargos mensuales estoy considerando seriamente llevar mi negocio a otra parte,Negativo
las tarifas por transacciones en cajeros automaticos son demasiado altas ustedes necesitan hacerlo mejor,Negativo
sin comentarios,Negativo
se necesitan mas productos financieros para personas como yo realmente no satisfecho,Negativo
buena gama de productos financieros bastante feliz con mi banco,Positivo
se necesita transparencia sobre como utiliza mis datos estoy considerando cambiar de banco debido al mal servicio constante,Negativo
yor deberia retribuir a la comunidad no estoy seguro de que me quede en este banco por mucho mas tiempo,Negativo
nada que decir,Negativo
la seguridad de su aplicacion movil es encomiable estoy bastante contento con mi banco,Positivo
los cargos no son demasiado excesivos estoy satisfecho con el servicio brindado,Positivo
no me gusta el sitio en linea de su banco las instituciones bancarias deben involucrarse mas en los asuntos locales servicio realmente pobre en general considerando cambiar de banco,Negativo
buenos servicios para gente como yo,Positivo
el banco realmente no se relaciona con la comunidad las opciones hipotecarias del banco son insuficientes me ha decepcionado el servicio prestado,Negativo
este banco necesita poner mas esfuerzo en mejorar el servicio al cliente,Negativo
no estoy satisfecho con las altas tarifas que tengo que pagar sus servicios bancarios no son lo suficientemente buenos,Negativo
sin comentarios,Positivo
el banco dispone de una amplia red de sucursales,Positivo
la experiencia de las manzanas telefonicas es frustrante realmente mal servicio por tu parte,Negativo
sin comentarios,Negativo
tus sucursales son dificiles de encontrar ahora que has cerrado tantas,Negativo
hemos disenado una aplicacion movil que es facil de usar incluso para personas que no quieren conocerse el banco es decente en general,Positivo
necesito hacerlo mejor en el futuro,Negativo
el banco cuenta con sucursales ubicadas en areas convenientes estoy bastante satisfecho en general,Positivo
esta banda ha superado mis expectativas con su servicio al cliente en general estas bien,Positivo
estoy bastante satisfecho con los servicios del banco bastante buena opcion para la banca,Positivo
es alentador ver que mi banco se esta esforzando por ser ambientalmente responsable el banco tiene tasas de ahorro impresionantes que son dificiles de encontrar en otros lugares buena opcion para realizar operaciones bancarias en irlanda,Positivo
sin comentarios,Positivo
su banco debe tomarse mas en serio la privacidad de los datos su mal servicio me hace pensar en cambiar de banco,Negativo
necesita redisenar su aplicacion movil realmente pobre en general creo que cambiare de banco pronto,Negativo
las sucursales bancarias son realmente faciles de multar estoy agradecido de que mi banco apoye tanto a nuestras escuelas como al centro comunitario el servicio bancario ha sido fantastico y estoy completamente impresionado,Positivo
tu banco necesita preocuparse mas por el medio ambiente,Negativo
los cargos por los servicios de este banco son razonables facil de encontrar un cajero automatico en general una buena opcion para banca,Positivo
es necesario anadir mas productos financieros a la oferta del banco el servicio de este banco es realmente inaceptable,Negativo
realmente no satisfecho,Negativo
la experiencia con la aplicacion del telefono es frustrante el banco solo ofrece algunos servicios para mis necesidades esperaba un mayor nivel de servicio de este banco y me decepciono,Negativo
lo estas haciendo bien,Positivo
los servicios bancarios de mi banco han sido excepcionales y estoy sumamente satisfecho,Positivo
bastante comodo y caro con este banco el banco es decente en general,Positivo
facil de encontrar una sucursal,Positivo
cosas decentes en general,Positivo
las tasas de las hipotecas son demasiado costosas estoy considerando cambiar pank dur por el servicio consistentemente pobre,Negativo
el banco debe trabajar para ganarse la confianza de los clientes en materia de privacidad de datos el servicio de este banco es realmente inaceptable,Negativo
no me gusta el sitio web en linea las tarifas por utilizar este banco son demasiado altas podria cerrar mi cuenta,Negativo
mi experiencia con el servicio de este banco ha sido tan negativa que no se lo recomendaria a nadie,Negativo
la aplicacion movil parece ser segura,Positivo
la aplicacion movil que ofrece el banco es de gran calidad todo esta bastante bien,Positivo
sin comentarios,Negativo
el banco apenas se relaciona con la comunidad los servicios de este banco son demasiado limitados,Negativo
tarifas demasiado altas para la banca esto es inaceptable,Negativo
la variedad de productos financieros que ofrece el banco es buena,Positivo
la experiencia de la aplicacion movil es decepcionante,Negativo
no estoy seguro de confiar mis datos a este banco realmente es necesario mejorar los servicios en este banco,Negativo
las tasas de interes de las hipotecas son demasiado excesivas no son lo suficientemente buenas,Negativo
el servicio al cliente no es bueno totalmente decepcionado molesto con el servicio prestado,Negativo
la seleccion de productos hipotecarios que ofrece el banco es amplia en general este banco esta bien,Positivo
las tasas hipotecarias parecen bastante justas este banco esta realmente comprometido a retribuir a la comunidad en general diria que las cosas estan bien,Positivo
necesita mejorar su portal de banca en linea,Negativo
el equipo de atencion al cliente hizo todo lo posible para ayudarme,Positivo
por que recibo todas estas tarifas el mal servicio general del banco me hace considerar cambiarme,Negativo
aplicacion movil bien disenada que es facil de usar incluso para personas como yo las tarifas ofrecidas por el banco son bastante competitivas,Positivo
en general los servicios bancarios han sido excelentes estoy contento con ellos como cliente,Positivo
las entidades de credito deben implicarse mas en los asuntos locales,Negativo
es inconveniente ir a las ubicaciones de los bancos estoy completamente decepcionado y frustrado con el servicio brindado,Negativo
la falta de compromiso comunitario por parte del banco es decepcionante cambiare de banco pronto debido a la mala experiencia general,Negativo
estoy satisfecho con el servicio brindado,Positivo
los servicios son limitados para clientes como yo mi experiencia con este servicio bancario ha sido tan negativa que no se lo recomendaria a nadie,Negativo
recomiendo ampliamente este banco por su servicio al cliente,Positivo
su mal servicio me hace pensar en cambiar de banco,Negativo
la extension a la comunidad deberia ser la maxima prioridad para el banco,Negativo
el servicio al cliente de este banco es extremadamente pobre,Negativo
las sucursales del banco estan ubicadas en buenas ubicaciones,Positivo
el banco ofrece muchas ubicaciones de cajeros automaticos el sitio web del banco es facil de usar todo esta bastante bien,Positivo
el banco podria hacer mas para proteger el medio ambiente y lo que he visto es sencillamente inaceptable,Negativo
las comisiones bancarias se estan volviendo irrazonables creo que p va a cambiar a un competidor,Negativo
el servicio brindado a sus clientes es constantemente decepcionante las tasas de interes de ahorro que ofrece este banco son deprimentes muy mal servicio de parte de en,Negativo
los datos de los clientes deberian tratarse con mas cuidado realmente no estoy contento con este banco,Negativo
su banco deberia estar mas involucrado en nuestra region falta servicio al cliente no feliz no se lo recomendaria a un amigo,Negativo
el servicio al cliente de los bancos es descortes,Negativo
sus tasas hipotecarias son mas altas que las de otros bancos podria cerrar mi cuenta ahora,Negativo
mi banco ha sido un fantastico apoyo para nuestras escuelas locales lo cual es muy apreciado en resumen estoy razonablemente satisfecho,Positivo
los servicios en este banco realmente necesitan mejorarse,Negativo
sus tarifas adicionales por la banca en linea no son razonables,Negativo
la aplicacion del telefono es dificil de usar realmente no estoy satisfecho,Negativo
aplicacion movil bien disenada este banco es bastante decente en general,Positivo
se necesitan mas productos financieros para personas como yo esto es inaceptable,Negativo
sin comentarios,Negativo
el servicio al cliente no es bueno me arrepiento de haber abierto una cuenta en este banco,Negativo
ninguno,Negativo
las tasas hipotecarias del banco son bastante justas en general todo esta bien,Positivo
el servicio al cliente del banco es desagradable,Negativo
en terminos generales estoy bastante contento con el servicio,Positivo
estoy bastante satisfecho,Positivo
este banco esta realmente comprometido a devolver algo a la comunidad y estoy bastante satisfecho,Positivo
es dificil hacer negocios con este banco sin suficientes sucursales esto es inaceptable,Negativo
este banco tiene un fuerte compromiso con la responsabilidad social corporativa la aplicacion de telefono del banco es realmente genial muy contento con mi banco,Positivo
los tipos de interes de las hipotecas son demasiado excesivos esto es inaceptable,Negativo
sin comentarios,Positivo
el equipo de atencion al cliente de mi banco fue muy amable y servicial muy bueno sobre todo,Positivo
la red de cajeros automaticos de este banco es muy limitada debe tomarse mas en serio la privacidad de los datos el servicio de este banco es realmente inaceptable,Negativo
las ubicaciones son incomodas necesitaria capacitar a su personal no es nada bueno,Negativo
el banco tiene una impresionante seleccion de productos hipotecarios para elegir en resumen estoy razonablemente satisfecho,Positivo
sin comentarios,Positivo
el banco ofrece opciones atractivas para tasas hipotecarias y de ahorro en general estoy contento con mi banco,Positivo
en general creo que todo esta bastante bien,Positivo
estoy bastante insatisfecho y no lo recomendaria,Negativo
los cargos no son demasiado excesivos la aplicacion movil proporcionada por el banco es facil de usar gracias por tu servicio,Positivo
el banco deberia dar prioridad a la proteccion de datos la participacion de la comunidad deberia ser una prioridad para el banco no estoy seguro de permanecer en el banco por mucho mas tiempo,Negativo
mi banco ha sido un fantastico apoyo para nuestras escuelas locales lo cual es muy apreciado en general lo estas haciendo bien,Positivo
el servicio al cliente del banco es muy insatisfactorio estoy pensando en cerrar mi cuenta,Negativo
sin comentarios,Negativo
es inconveniente acudir a las sucursales del banco su banco debe centrarse en brindar una mejor atencion al cliente necesito hacerlo mejor en el futuro,Negativo
siempre he tenido una gran experiencia con el servicio al cliente del banco,Positivo
dificil hacer negocios con este banco este banco no esta a la altura,Negativo
en general todo esta bien,Positivo
la red de cajeros automaticos de este banco es buena en general estoy contento con mi banco,Positivo
aprecio que mi banco sea consciente del medio ambiente y tome medidas para protegerlo en general una buena opcion para realizar operaciones bancarias,Positivo
la identificacion de la experiencia del usuario de la aplicacion movil no es satisfactoria el servicio de este banco es realmente inaceptable,Negativo
prefiero no comentar,Negativo
la aplicacion movil es confiable y eficiente,Positivo
en general este banco es satisfactorio,Positivo
no feliz no se lo recomendaria a un amigo,Negativo
la alimentacion bancaria es demasiado alta no se lo recomendaria a un amigo,Negativo
buena participacion comunitaria el servicio de banca en linea es muy extenso,Positivo
bastante satisfecho en general,Positivo
lo que experimente simplemente no es aceptable,Negativo
muy satisfecho con la calidad del servicio al cliente brindado por este banco,Positivo
el pank ofrece opciones atractivas para tasas hipotecarias y de ahorro opcion divina para la banca en irlanda,Positivo
las cosas estan bastante bien pero podrian mejorar,Neutro
sin comentarios,Negativo
lamento haber abierto una cuenta en este banco,Negativo
nada que decir,Negativo
estoy cansado del mal servicio al cliente del banco realmente por general creo que cambiare de banco pronto,Negativo
encontrar ramas de pank es bastante dificil,Negativo
bastante satisfecho en general,Positivo
que mal servicio al cliente necesitas capacitar a tu personal el desempeno de este banco es inaceptable,Negativo
el banco necesita involucrarse mas en los eventos comunitarios esto no es lo suficientemente bueno,Negativo
este banco esta comprometido a retribuir a la comunidad en general este banco es satisfactorio,Positivo
bastante gppd,Positivo
este banco ofrece excelentes servicios que se adaptan a mis necesidades,Positivo
sin comentarios,Negativo
se oye encontrar un banco en el banco completamente decepcionado molesto con el servicio brindado,Negativo
sin comentarios,Positivo
en resumen estoy razonablemente satisfecho,Positivo
el equipo de atencion al cliente hizo todo lo posible para ayudarme en terminos generales las cosas estan bastante bien pero podrian mejorar,Neutro
los servicios que ofrece este banco son de primera categoria todo esta bastante bien,Positivo
sin comentarios,Positivo
realmente no satisfecho,Negativo
las tarifas mensuales que cobra este banco son razonables uno de los mejores bancos que existen,Positivo
la aplicacion movil es realmente pobre el mal servicio general del banco me hace considerar cambiarme,Negativo
sin comentarios,Negativo
por que sus honorarios son tan altos servicio realmente pobre en general considerando cambiar de banco,Negativo
no hay suficientes sucursales,Negativo
perdida de cajeros automaticos de este banco,Positivo
nada que agregar,Negativo
el servicio de banca en linea es muy extenso en general todo esta bien,Positivo
sin comentarios,Negativo
las tasas hipotecarias son bastante razonables en este banco,Positivo
la participacion de la comunidad debe ser una prioridad para el banco estoy considerando seriamente cambiarme a un banco rival,Negativo
necesitas capacitar a tu personal,Negativo
las manzanas moviles del banco que ofrece el banco son seguras y faciles de usar tarifas razonables en general los servicios bancarios han sido excelentes estoy contento de tenerlos como cliente,Positivo
el nivel de servicio al cliente proporcionado por este banco es de primera categoria,Positivo
la aplicacion movil del banco es realmente facil de usar cosas decentes en general,Positivo
me alegra que el banco tenga buenas tasas de ahorro disponibles estoy satisfecho con mi pank,Positivo
su banco necesita mostrar mas apoyo a las causas locales muy mal servicio por su parte,Negativo
servicio general decente pero todavia hay margen de mejora,Neutro
en general estoy muy satisfecho con mi banco,Positivo
estoy frustrado con sus excesivas comisiones bancarias,Negativo
el banco ofrece una extensa red de cajeros automaticos lo estas haciendo bien,Positivo
no,Negativo
las tasas hipotecarias disponibles en este banco son bastante competitivas,Positivo
los cargos son bastante justos por los servicios prestados por este banco el banco ofrece excelentes servicios adaptados a personas como yo el banco es decente en general,Positivo
este banco esta realmente comprometido a retribuir a la comunidad estoy bastante satisfecho,Positivo
los tipos de interes de las hipotecas son demasiado elevados no estoy satisfecho con el servicio que recibi y no se lo recomendaria a nadie mas,Negativo
me gustaria ver que contribuyes mas a nuestra comunidad estoy considerando seriamente llevar mi negocio a otra parte,Negativo
los datos de los clientes deberian tratarse con mas cuidado realmente pobre en general creo que cambiare de banco pronto,Negativo
es hora de que su banco realice cambios significativos y contribuya a un futuro mas verde,Negativo
estas comisiones bancarias son demasiado costosas ojala no hubiera abierto una cuenta en este banco,Negativo
buena aplicacion segura para telefonos moviles proporcionada por este banco en general estas bien,Positivo
las tasas de ahorro son muy bajas debe esforzarse mas,Negativo
mal servicio al cliente estoy considerando seriamente llevar mi negocio a otra parte,Negativo
estoy encantado con los servicios bancarios generales que he recibido,Positivo
